,JobName,CompanyName,LocationJob,JobType,Type_of_Experience,Years_of_Experience,Skills
230,Translator,Arabic Localizer ,Alexandria,Full Time,Entry Level,0 - 3 Yrs of Exp,"['females_only', 'Writing"
231,Head of French & German,Windrose Academy ,Katameya,Full Time,Manager,8 - 15 Yrs of Exp,['Education
232,Medical Approval Doctor & Auditor,Confidential ,Dokki,Full Time,Experienced,2 - 3 Yrs of Exp,['Medical
233,Business Teacher,TechAdemics ,New Cairo,Full Time,Experienced,2+ Yrs of Exp,"['Business Development', 'Education"
234,Accountant,Talabat.com ,Cairo,Full Time,Not specified,Accounting/Finance,"['Administration', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'Microsoft Excel']"
235,Officer Simulator Rostering,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,R&D/Science,"['Quality', 'Education"
236,Specialist,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Marketing/PR/Advertising,['Sales
237,Maintenance Technician Day Shift 5:00 A.M. to 5:00 P.M.,Spray Products Corporation ,Medina,Full Time,Not specified,Customer Service/Support,['IT
238,Specialist,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Marketing/PR/Advertising,['Sales
239,Luthier,Melodica ,Dubai,Full Time,Not specified,Customer Service/Support,['Installation
240,Full,Dukeandduchess Int ,Dubai,Full Time,Not specified,Education/Teaching,"['Education', 'Teaching', 'Social Studies', 'Economics', 'English', 'Geography', 'History', 'Literature', 'Math']"
241,Assistant Researcher Branding,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Marketing/PR/Advertising,['Analyst
242,Instructor III Navigation Training,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Medical/Healthcare,['Education
243,Sourcing Inspector,SellAnyCar ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
244,Researcher Branding,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Business Development,['Marketing
245,Retail Marketing Executive,Altannan ,Dubai,Full Time,Not specified,Marketing/PR/Advertising,['Sales
246,Full,Dukeandduchess Int ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
247,Project Operations Manager,Subsea 7 ,Dubai,Full Time,Not specified,IT/Software Development,['Operations
248,Demi Chef de Partie,Rotana Hotel Management Corporation ,Abu Dhabi,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
249,Cycle Counter,Spray Products Corporation ,Medina,Full Time,Not specified,Medical/Healthcare,['Sales
250,Officer Catering Stores,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Logistics/Supply Chain,['Purchasing
251,Middle,Acs Schools ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
252,Customer Service Team Member,Michaels Stores ,Alexandria,Full Time,Not specified,Customer Service/Support,['Operations
253,Senior Consultant,Siemens Advanta ,Dubai,Full Time,Not specified,IT/Software Development,['Sales
254,Software Engineer,SellAnyCar ,Dubai,Full Time,Not specified,IT/Software Development,"['Quality', 'Engineering - Telecom"
255,Wellbeing Spa Therapist,Atlantis ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Medical
256,Officer Customer Service Oasis Club,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Accounting/Finance,"['Administration', 'Customer Service"
257,Organization Development Sr. Specialist,Local Content And Government Procurement Authority ,Riyadh,Full Time,Not specified,Business Development,"['Human Resources', 'Sales"
258,Cost Engineer I,Yasref ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
259,Internship,Chanel ,Dubai,Full Time,Not specified,IT/Software Development,['Marketing
260,PM Engineer,EgyBell Outsourcing and Payroll Solutions ,Cairo,Full Time,Not specified,IT/Software Development,['Project
261,Navigation Engineer,Etihad Aviation Group ,Abu Dhabi,Full Time,Not specified,Installation/Maintenance/Repair,['IT
262,Software Engineer,SellAnyCar ,Dubai,Full Time,Not specified,IT/Software Development,"['Quality', 'Engineering - Telecom"
263,Sr. Officer Reservation Operations,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Administration,['Customer Service
264,Client Advisor,Fendi S.R.L. ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
265,Accounting,Linked4HR ,Cairo,Full Time,Not specified,Accounting/Finance,"['Administration', 'Operations"
266,Attendant,Atlantis ,Dubai,Full Time,Not specified,Administration,['IT
267,Field Surveyor,Tafaseel Group ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
268,Head of Sales,Al Ansari Exchange Ltd. ,Abu Dhabi,Full Time,Not specified,Business Development,['Operations
269,Call Center Team Leader,Tafaseel Group ,Riyadh,Full Time,Not specified,Customer Service/Support,['Operations
270,Assistant Project Manager,Evapharma So ,Cairo,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['IT
271,Data collection Supervisor,Tafaseel Group ,Riyadh,Full Time,Not specified,Accounting/Finance,['Customer Service
272,Design Draughtsperson,Al Nahiya Group ,Abu Dhabi,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
273,Secretary to MD with hospitality background,apt resources ,Dubai,Full Time,Not specified,Administration,['Hospitality
274,Remittance Cashiers,Al Ansari Exchange Ltd. ,Dubai,Full Time,Not specified,Accounting/Finance,['Customer Service
275,Sales Executive,SellAnyCar ,Dubai,Full Time,Not specified,Business Development,['Customer Service
276,Executive,Al Ansari Exchange Ltd. ,Dubai,Full Time,Not specified,Customer Service/Support,['Marketing
277,Quality Analyst,Tafaseel Group ,Riyadh,Full Time,Not specified,Quality,['Analyst
278,In,Al Ansari Exchange Ltd. ,Dubai,Full Time,Not specified,Human Resources,['IT
279,HR Manager,Tafaseel Group ,Riyadh,Full Time,Not specified,Administration,"['Human Resources', 'Operations"
280,ICT Engineer,Tafaseel Group ,Riyadh,Full Time,Not specified,IT/Software Development,['Sales
281,Training Officer,Tafaseel Group ,Riyadh,Full Time,Not specified,Administration,"['Human Resources', 'Training"
282,Accountant,Tafaseel Group ,Riyadh,Full Time,Not specified,Accounting/Finance,"['Administration', 'Banking', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce', 'Microsoft Excel']"
283,Welder,Al Nahiya Group ,Abu Dhabi,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Engineering - Mechanical
284,IT Specialist Networks,Al Nahiya Group ,Abu Dhabi,Full Time,Not specified,Installation/Maintenance/Repair,['IT
285,Maintenance Technician,Careers International ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
286,OCN,"IAP Worldwide Services, Inc ",Doha,Full Time,Not specified,Accounting/Finance,['IT
287,Director of Revenue,City Centre Rotana ,Doha,Full Time,Not specified,Operations/Management,['Marketing
288,Call Centre Agent,Tafaseel Group ,Riyadh,Full Time,Not specified,Banking,['Customer Service
289,Specialist,Kuwait Airways Corporation ,Kuwait City,Full Time,Not specified,Marketing/PR/Advertising,['Sales
290,Full,Dukeandduchess Int ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
291,Head Project Engineer Utilities,Airswift ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
292,Full,Dukeandduchess Int ,Doha,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
293,Professional Medical Representative,Merck Sharp & Dohme Corp ,Cairo,Full Time,Not specified,Medical/Healthcare,['Sales
294,Lobby Ambassador,Saadiyat Rotana Resort & Villas ,Abu Dhabi,Full Time,Not specified,Administration,['Customer Service
295,Front Desk Agent,Saadiyat Rotana Resort & Villas ,Abu Dhabi,Full Time,Not specified,Administration,['Customer Service
296,Chef de Partie,Saadiyat Rotana Resort & Villas ,Abu Dhabi,Full Time,Not specified,Customer Service/Support,['Hospitality
297,Commis I,Hili Rayhaan by Rotana ,Al Ain,Full Time,Not specified,Administration,['Hospitality
298,CX Strategist,Publicis Group ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
299,Human Resource Manager,Egyptian Cultural Center ,Nasr City,Full Time,Senior Management,5 - 8 Yrs of Exp,"['Administration', 'Human Resources', 'Operations"
300,English Teacher,TechAdemics ,New Cairo,Full Time,Experienced,2+ Yrs of Exp,['Education
301,Call center agent,Etisalat Egypt ,Maadi,Full Time,Entry Level,0 - 4 Yrs of Exp,['Customer Service
302,Senior SQL DB Administrator,SalesArm ,Cairo,Full Time,Experienced,5 - 15 Yrs of Exp,['IT
303,CEO Assistant,Lemonspaces ,Downtown,Full Time,Experienced,2 - 5 Yrs of Exp,"['Administration', 'Customer Service"
304,Arabic & Religion Teacher,Windrose Academy ,Katameya,Full Time,Experienced,3 - 10 Yrs of Exp,['Education
305,Digital Marketing Executive,AFFSQUARE ,Sheraton,Full Time,Experienced,2 - 5 Yrs of Exp,['Marketing
306,Operations Specialist,Naqla ,Damietta,Full Time,Entry Level,1 - 2 Yrs of Exp,"['males_only', 'Customer Service"
307,Branch Accountant,Naqla ,Damietta,Full Time,Entry Level,2 - 4 Yrs of Exp,"['males_only', 'Accounting"
308,Android Developer,HMASERV LLC ,San Stefano,Full Time,Entry Level,1 - 3 Yrs of Exp,['IT
309,Contracts & Claims Section Head,Solera ,Cairo,Full Time,Manager,8 - 15 Yrs of Exp,['Engineering - Construction
310,Marketing Specialist,Aladdin Super App ,New Heliopolis,Full Time,Experienced,1 - 3 Yrs of Exp,['Marketing
311,Junior Microsoft Dynamics CRM On,Abdal Human Resources ,Riyadh,Full Time,Entry Level,1 - 3 Yrs of Exp,['IT
312,Outdoor Sales Representative Ismailia,dkt Egypt ,Ismailia,Full Time,Experienced,1 - 3 Yrs of Exp,['Sales
313,Sales Team leader,Asset Tap ,Sheikh Zayed,Full Time,Experienced,3 - 5 Yrs of Exp,['Customer Service
314,Senior Property Consultant,Asset Tap ,Sheikh Zayed,Full Time,Experienced,2 - 3 Yrs of Exp,"['Business Development', 'Customer Service"
315,Property Consultant,Asset Tap ,Sheikh Zayed,Full Time,Experienced,1 - 2 Yrs of Exp,"['Business Development', 'Customer Service"
316,IT Specialist,Al Soug,Dokki,Full Time,Experienced,1 - 3 Yrs of Exp,['Installation
317,Outdoor Sales Representative,dkt Egypt ,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp,['Customer Service
318,Collector,Allamna Integrated Solutions ,Alexandria,Full Time,Entry Level,0 - 1 Yrs of Exp,['Accounting
319,HR & Office Manager,International Design Associates ,Cairo,Full Time,Manager,5 - 10 Yrs of Exp,"['females_only', 'Administration', 'Engineering - Construction"
320,Site Engineer,Tline ,Maadi,Full Time,Experienced,3 - 4 Yrs of Exp,['Engineering - Construction
321,Portuguese Speaker,Confidential ,Cairo,Full Time,Entry Level,Customer Service/Support,['Marketing
322,Social Media Specialist and digital marketing,Confidential ,Dokki,Full Time,Experienced,2+ Yrs of Exp,['Marketing
323,Cost Accountant,Confidential ,Alexandria,Full Time,Experienced,5 - 7 Yrs of Exp,['Accounting
324,Data Validation Supervisor,Aman Holding ,Giza,Full Time,Experienced,1 - 2 Yrs of Exp,"['Other', 'Data', 'Validation', 'Supervisor', 'Data Validation']"
325,Senior Facility Site Engineer,Leeds ,Smart Village,Full Time,Experienced,3 - 6 Yrs of Exp,['Installation
326,Performance Marketing Manager,Ahmed El,Mokattam,Full Time,Experienced,4 - 7 Yrs of Exp,['Marketing
327,Commercial Engineer,Leeds ,Sheikh Zayed,Full Time,Experienced,4 - 6 Yrs of Exp,['Engineering - Construction
328,Android Developer,Rowaad ,Nasr City,Full Time,Experienced,2 - 4 Yrs of Exp,['IT
329,Financial Analyst Lead,Transmar International  ,New Cairo,Full Time,Experienced,5 - 8 Yrs of Exp,['Accounting
330,General Ledger Accountant,BDO Esnad ,Maadi,Full Time,Experienced,4 - 7 Yrs of Exp,['Accounting
331,Pre Sales Engineer,ZINAD IT ,6th of October,Full Time,Experienced,1 - 3 Yrs of Exp,['IT
332,Production Engineering,Target Recruitment  & HR Solutions  ,Bourj Alarab,Full Time,Entry Level,1 - 3 Yrs of Exp,['Manufacturing
333,IT Specialist,Advansys for Trading & Contracting ,Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,['IT
334,Warehouse Keeper,Mr. Tailor ,Maadi,Full Time,Entry Level,1 - 3 Yrs of Exp,"['males_only', 'Accounting"
335,Talent Acquisition Specialist,Confidential ,Giza,Full Time,Experienced,1 - 3 Yrs of Exp,"['Human Resources', 'Acquisition', 'Applicant Tracking', 'English', 'Recruitment', 'Talent acquisition']"
336,Business Development Manager,Simon Co. for Electric Wires ,Downtown,Full Time,Manager,5 - 10 Yrs of Exp,"['Business Development', 'Sales"
337,Senior Compensation & Benefits Specialist,Talaat Moustafa Group ,Dokki,Full Time,Experienced,3 - 5 Yrs of Exp,"['Human Resources', 'Human Resources"
338,Public Relation Representative,Mr. Tailor ,Maadi,Full Time,Experienced,1 - 3 Yrs of Exp,"['females_only', 'Administration', 'Marketing"
339,Executive Director,Egyptian Business Association (EJB)  ,Maadi,Full Time,Senior Management,10 - 15 Yrs of Exp,"['Administration', 'Business Development', 'C-Level Executive"
340,Accounting Manager,Confidential ,6th of October,Full Time,Manager,10 - 15 Yrs of Exp,['Accounting
341,Sales,CELESTE ,New Cairo,Full Time,Experienced,2 - 3 Yrs of Exp,"['Business Development', 'Operations"
342,Senior Real Estate Sales Agents,Makkah Developments ,6th of October,Full Time,Experienced,3+ Yrs of Exp,['Sales
343,Social Media Coordinator,Sama International College ,Shorouk City,Full Time,Entry Level,1 - 3 Yrs of Exp,['Marketing
344,Quality Engineer,MCV ,Alsalihiyyah Aljadidah,Full Time,Entry Level,1 - 3 Yrs of Exp,"['Quality', 'Mechatronics Engineering', 'Mechanical']"
345,Non,Cleopatra Hospitals Group ,Maadi,Full Time,Experienced,3 - 5 Yrs of Exp,['Logistics
346,Proposal & Content Writer,Quest ,Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp,['Writing
347,Solution Assembler,Quest ,Sheraton,Full Time,Entry Level,0 - 1 Yrs of Exp,['Creative
348,Quality Controller,Halwani Bros ,Katameya,Full Time,Entry Level,1 - 3 Yrs of Exp,['R&D
349,Structural Engineer,Trustcom ,New Cairo,Full Time,Experienced,1 - 4 Yrs of Exp,['Engineering - Construction
350,Manufacturing Process Senior Engineer,LinkMisr ,10th of Ramadan City,Full Time,Experienced,7 - 9 Yrs of Exp,"['Engineering - Other', 'Mechanical', 'Engineering', 'Manufacturing', 'Mechanical Engineering']"
351,Senior Accountant,Sama International College ,Shorouk City,Full Time,Entry Level,2 - 3 Yrs of Exp,['Accounting
352,Sales Representative,Vetution ,Cairo,Full Time,Entry Level,1 - 6 Yrs of Exp,"['Business Development', 'Customer Service"
353,Math Teacher Upper grades,Sama International College ,Shorouk City,Full Time,Entry Level,1 - 2 Yrs of Exp,['Education
354,Quantity Surveying,AMG Al Amar Consulting Group S.A. ,6th of October,Full Time,Experienced,5 - 20 Yrs of Exp,['Engineering - Construction
355,senior Property consultant,Conline ,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp,['Sales
356,Electrical Site Engineer,AMG Al Amar Consulting Group S.A. ,Maadi,Full Time,Experienced,10 - 15 Yrs of Exp,['Engineering - Mechanical
357,Senior Mechanical Technical Office And Site Engineer,New Plan  ,Manakh,Full Time,Experienced,5 - 7 Yrs of Exp,['Engineering - Mechanical
358,Principal Site Finishing Engineer,Al Marasem Group ,New Cairo,Full Time,Experienced,7 - 13 Yrs of Exp,['Engineering - Construction
359,English teacher kindergarten,Sama International College ,Shorouk City,Full Time,Entry Level,1 - 2 Yrs of Exp,['Education
360,International Call Center Representative,_VOIS Egypt ,Alexandria,Full Time,Entry Level,Customer Service/Support,"['Customer', 'Customer Care', 'Customer Support', 'Customer Service', 'customer support representative', 'Representative', 'Support', 'Vodafone', 'Vodafone Uk']"
361,Pre Sales Engineer,IT Pillars ,Nasr City,Full Time,Entry Level,0 - 1 Yrs of Exp,"['females_preferred', 'IT"
362,Maintenance Team Leader,Transmar International  ,Suez,Full Time,Experienced,10 - 15 Yrs of Exp,['Engineering - Mechanical
363,HR Specialist,Sigma for Imp & Exp & Opera hearing Solutions ,Heliopolis,Full Time,Experienced,2 - 4 Yrs of Exp,"['Administration', 'Human Resources', 'Training"
364,Sales Manager,Confidential ,Sheraton,Full Time,Manager,4 - 6 Yrs of Exp,['Marketing
365,Technical Support & Sales,Confidential ,Cairo,Full Time,Experienced,3+ Yrs of Exp,['Medical
366,English Content Writer,Casita ,Dokki,Full Time,Entry Level,1 - 2 Yrs of Exp,['Writing
367,Application Consultant,Confidential ,New Cairo,Full Time,Manager,7 - 10 Yrs of Exp,"['males_only', 'Installation"
368,construction manager,Rostom Architect  ,New Capital,Full Time,Manager,7 - 10 Yrs of Exp,['Engineering - Construction
369,Production Manager Experience in textile,Premier Services and Recruitment ,Cairo,Full Time,Manager,10 - 12 Yrs of Exp,['Manufacturing
370,Call Center Manager,Confidential ,Maadi,Full Time,Manager,4 - 7 Yrs of Exp,['Customer Service
371,Treasurer,Confidential ,Katameya,Full Time,Experienced,2 - 5 Yrs of Exp,"['females_only', 'Accounting"
372,Sales Marketing Executive,وادي النيل (دولفين,Cairo,Full Time,Experienced,1 - 15 Yrs of Exp,['Marketing
373,Senior .NET Developer,Ejada  ,Cairo,Full Time,Entry Level,3 - 5 Yrs of Exp,['IT
374,Maintenance Specialist,Basata ,Mokattam,Full Time,Experienced,3 - 4 Yrs of Exp,['Installation
375,MRP Engineer,Multi M Group  ,khanka,Full Time,Experienced,2 - 5 Yrs of Exp,['Logistics
376,Contract Administrator Senior Engineer,Protection ,Sheikh Zayed,Full Time,Experienced,5 - 10 Yrs of Exp,['Engineering - Construction
377,VIP CS,Mico World Limited ,Maadi,Full Time,Experienced,1 - 2 Yrs of Exp,['Customer Service
